ATL_01	estadio
ATL_02	bebida
ATL_03	bebida
ATL_05	camiseta
ATL_06	estadio
ATL_07	camiseta
ATL_08	bebida
ATL_09	ocio
ATL_10	estadio
ATL_12	ocio
ATL_13	ocio
ATL_14	bebida
ATL_15	camiseta
BOS_01	bebida
BOS_02	camiseta
BOS_03	camiseta
BOS_04	camiseta
BOS_05	bebida
BOS_06	ocio
BOS_08	estadio
BOS_09	bebida
BOS_11	camiseta
BOS_12	estadio
BOS_13	bebida
BOS_15	ocio
BRK_01	bebida
BRK_02	camiseta
BRK_03	camiseta
BRK_04	camiseta
BRK_05	camiseta
BRK_06	bebida
BRK_07	ocio
BRK_08	bebida
BRK_09	ocio
BRK_11	estadio
BRK_13	estadio
BRK_14	bebida
BRK_15	estadio
CHI_01	estadio
CHI_02	camiseta
CHI_03	ocio
CHI_04	camiseta
CHI_05	camiseta
CHI_06	bebida
CHI_07	ocio
CHI_09	camiseta
CHI_10	bebida
CHI_12	estadio
CHI_13	bebida
CHI_15	bebida
CHO_01	camiseta
CHO_02	ocio
CHO_03	estadio
CHO_04	bebida
CHO_05	ocio
CHO_06	ocio
CHO_08	ocio
CHO_09	ocio
CHO_10	ocio
CHO_11	estadio
CHO_12	ocio
CHO_13	bebida
CHO_14	estadio
CLE_01	estadio
CLE_03	bebida
CLE_05	bebida
CLE_06	ocio
CLE_07	camiseta
CLE_09	estadio
CLE_10	ocio
CLE_11	ocio
CLE_12	ocio
CLE_13	ocio
CLE_14	bebida
CLE_15	bebida
DAL_01	estadio
DAL_02	bebida
DAL_03	camiseta
DAL_04	estadio
DAL_05	camiseta
DAL_06	camiseta
DAL_07	ocio
DAL_08	bebida
DAL_09	ocio
DAL_10	bebida
DAL_11	ocio
DAL_13	camiseta
DAL_14	bebida
DAL_15	ocio
DEN_01	bebida
DEN_02	camiseta
DEN_03	bebida
DEN_04	ocio
DEN_05	camiseta
DEN_06	ocio
DEN_07	ocio
DEN_08	camiseta
DEN_09	bebida
DEN_10	camiseta
DEN_11	bebida
DEN_12	estadio
DEN_13	estadio
DEN_14	camiseta
DEN_15	ocio
DET_01	estadio
DET_02	bebida
DET_03	estadio
DET_04	estadio
DET_07	estadio
DET_08	bebida
DET_09	estadio
DET_10	bebida
DET_11	camiseta
DET_12	ocio
DET_13	camiseta
DET_14	estadio
DET_15	bebida
GSW_01	estadio
GSW_02	camiseta
GSW_03	bebida
GSW_04	camiseta
GSW_05	camiseta
GSW_06	bebida
GSW_07	estadio
GSW_09	estadio
GSW_10	ocio
GSW_11	camiseta
GSW_12	estadio
GSW_13	bebida
GSW_14	estadio
GSW_15	ocio
HOU_01	estadio
HOU_02	ocio
HOU_03	bebida
HOU_05	estadio
HOU_06	camiseta
HOU_08	camiseta
HOU_09	bebida
HOU_10	camiseta
HOU_11	camiseta
HOU_12	bebida
HOU_13	estadio
HOU_14	bebida
HOU_15	ocio
IND_02	camiseta
IND_03	bebida
IND_05	bebida
IND_06	camiseta
IND_07	estadio
IND_08	ocio
IND_09	estadio
IND_10	bebida
IND_11	ocio
IND_12	camiseta
IND_13	camiseta
IND_14	estadio
IND_15	bebida
LA_01	estadio
LA_02	ocio
LA_03	bebida
LA_04	camiseta
LA_05	ocio
LA_07	camiseta
LA_08	camiseta
LA_09	bebida
LA_10	camiseta
LA_11	ocio
LA_12	ocio
LA_13	bebida
LA_14	estadio
LA_15	ocio
MEM_01	ocio
MEM_02	bebida
MEM_04	ocio
MEM_05	bebida
MEM_06	estadio
MEM_07	estadio
MEM_08	estadio
MEM_09	camiseta
MEM_11	camiseta
MEM_12	ocio
MEM_13	ocio
MEM_15	ocio
MIA_01	camiseta
MIA_02	bebida
MIA_03	bebida
MIA_04	estadio
MIA_05	camiseta
MIA_06	camiseta
MIA_07	ocio
MIA_08	camiseta
MIA_09	ocio
MIA_10	camiseta
MIA_11	camiseta
MIA_12	bebida
MIA_13	bebida
MIA_14	estadio
MIA_15	ocio
MIL_01	bebida
MIL_04	estadio
MIL_05	camiseta
MIL_06	bebida
MIL_08	estadio
MIL_09	estadio
MIL_11	ocio
MIL_12	estadio
MIL_13	bebida
MIL_14	ocio
MIL_15	ocio
MIN_01	camiseta
MIN_02	bebida
MIN_03	camiseta
MIN_04	bebida
MIN_05	estadio
MIN_06	bebida
MIN_07	estadio
MIN_08	ocio
MIN_09	ocio
MIN_10	camiseta
MIN_11	bebida
MIN_13	estadio
MIN_14	bebida
MIN_15	ocio
NOP_01	bebida
NOP_02	camiseta
NOP_03	ocio
NOP_04	ocio
NOP_05	ocio
NOP_06	bebida
NOP_07	ocio
NOP_08	bebida
NOP_09	estadio
NOP_11	estadio
NOP_12	bebida
NOP_13	ocio
NOP_14	camiseta
NOP_15	ocio
NYK_01	camiseta
NYK_02	camiseta
NYK_03	bebida
NYK_04	camiseta
NYK_06	estadio
NYK_08	ocio
NYK_09	camiseta
NYK_10	camiseta
NYK_11	ocio
NYK_12	ocio
NYK_13	camiseta
NYK_14	ocio
NYK_15	camiseta
OKC_01	camiseta
OKC_02	bebida
OKC_03	estadio
OKC_04	camiseta
OKC_05	bebida
OKC_06	ocio
OKC_08	estadio
OKC_09	estadio
OKC_10	ocio
OKC_11	ocio
OKC_12	ocio
OKC_13	estadio
OKC_14	estadio
OKC_15	ocio
ORL_01	estadio
ORL_02	camiseta
ORL_03	estadio
ORL_04	ocio
ORL_05	ocio
ORL_06	bebida
ORL_08	bebida
ORL_09	camiseta
ORL_10	estadio
ORL_11	estadio
ORL_12	ocio
ORL_13	bebida
ORL_14	estadio
ORL_15	bebida
PHI_01	camiseta
PHI_02	bebida
PHI_03	estadio
PHI_04	estadio
PHI_05	ocio
PHI_06	camiseta
PHI_07	estadio
PHI_08	camiseta
PHI_09	estadio
PHI_10	bebida
PHI_12	ocio
PHI_13	ocio
PHI_14	ocio
PHI_15	ocio
PHO_01	estadio
PHO_02	camiseta
PHO_04	camiseta
PHO_05	bebida
PHO_06	ocio
PHO_07	estadio
PHO_08	ocio
PHO_09	bebida
PHO_10	ocio
PHO_11	estadio
PHO_12	ocio
PHO_13	estadio
PHO_14	camiseta
PHO_15	ocio
POR_01	bebida
POR_02	ocio
POR_03	camiseta
POR_04	camiseta
POR_06	estadio
POR_07	estadio
POR_08	bebida
POR_09	bebida
POR_10	bebida
POR_13	ocio
POR_15	ocio
